producto_id,fecha_snapshot,stock_actual
PROD005,20241215,76
PROD005,2025-07-05,115
PROD005,2024-02-13,-86
PROD005,2025-08-04,77
PROD005,12 - September - 2025,93
PROD005,2025-09-11,95
PROD005,2025-04-19,106
PROD005,2025-09-28,64
PROD005,20240220,93
PROD005,21 - April - 2025,87
PROD005,2024-05-09,117
PROD005,2025-02-13,121
PROD005,20240325,99
PROD005,2024-11-26,109
PROD005,2025-12-27,96
PROD005,2024-11-01,133
PROD005,20240311,132
PROD005,2025-07-10,75
PROD005,2024-06-15,57
PROD005,2025-07-30,119
PROD005,2024-04-22,63
PROD005,2024-01-27,135
PROD005,31 - March - 2024,63
PROD005,2025-04-05,121
PROD005,2024-10-29,97
PROD005,20240813,158
PROD005,16 - April - 2024,136
PROD005,2025-06-24,57
PROD005,2024-04-27,69
PROD005,2024-06-10,115
PROD005,2025-01-22,129
PROD005,2025-11-28,62
PROD005,2024-04-18,123
PROD005,2024-05-08,103
PROD005,2024-09-24,109
PROD005,2025-05-03,73
PROD005,2025-04-29,149
PROD005,2024-01-27,108
PROD005,20251129,87
PROD005,2025-11-18,91
PROD005,20250829,88
PROD005,12 - August - 2025,107
PROD005,2025-03-20,100
PROD005,2025-07-03,57
PROD005,2024-11-12,53
PROD005,2024-04-10,122
PROD005,2024-09-05,111
PROD005,2024-06-01,146
PROD005,2025-10-02,61
PROD005,09 - November - 2024,97
PROD005,2024-05-22,98
PROD005,2024-09-19,29
PROD005,2025-04-24,94
PROD005,2024-09-16,116
PROD005,2025-06-22,24
PROD005,2025-08-17,132
PROD005,2025-10-12,62
PROD005,2024-12-06,110
PROD005,2025-01-03,51
PROD005,2024-12-10,86
PROD005,2024-11-21,103
PROD005,20251008,97
PROD005,2025-07-08,49
PROD005,2025-06-07,61
PROD005,20250319,70
PROD005,2025-03-27,107
PROD005,2025-10-20,-92
PROD005,2025-01-06,80
PROD005,2025-05-15,111
PROD005,2025-12-18,109
PROD005,2024-03-25,75
PROD005,2024-04-24,101
PROD005,2024-05-07,109
PROD005,2025-04-01,72
PROD005,2024-05-25,84
PROD005,2025-02-20,89
PROD005,2024-09-19,115
PROD005,2024-07-20,121
PROD005,2024-01-13,111
PROD005,20240227,54
PROD005,20250425,71
PROD005,2025-03-11,115
PROD005,2025-03-19,118
PROD005,2024-03-19,-99
PROD005,2024-10-23,91
PROD005,2024-11-05,127
PROD005,2025-05-02,40
PROD005,2025-04-03,84
PROD005,09 - February - 2025,139
PROD005,2024-07-05,138
PROD005,2024-06-28,60
PROD005,2025-05-13,80
PROD005,2025-03-16,110
PROD005,20241202,92
PROD005,2024-04-02,106
PROD005,20240904,56
PROD005,2025-09-13,125
PROD005,2024-03-15,99
PROD005,2025-05-03,89
PROD005,2024-04-09,119
PROD005,2024-11-29,103
PROD005,2025-04-15,111
PROD005,2025-05-05,98
PROD005,2024-02-26,83
PROD005,2024-08-18,115
PROD005,2025-12-27,131
PROD005,2024-05-05,137
PROD005,2024-06-06,87
PROD005,2024-04-22,42
PROD005,2025-12-16,63
PROD005,2024-11-29,114
PROD005,2024-07-21,76
PROD005,2024-03-10,88
PROD005,2024-09-09,120
PROD005,2024-08-24,91
PROD005,2024-11-08,59
PROD005,2024-10-25,92
PROD005,2024-01-23,118
PROD005,2024-05-10,119
PROD005,2025-11-25,147
PROD005,2025-05-21,92
PROD005,20250115,93
PROD005,30 - April - 2025,110
PROD005,2025-09-23,65
PROD005,2025-06-15,133
PROD005,20240316,118
PROD005,2024-05-28,97
PROD005,2025-04-28,103
PROD005,2025-05-19,122
PROD005,20 - December - 2024,160
PROD005,2024-11-02,99
PROD005,2024-08-29,79
PROD005,20241025,90
PROD005,2024-06-23,126
PROD005,2025-07-14,106
PROD005,2025-10-16,140
PROD005,2025-12-07,54
PROD005,12 - January - 2025,95
PROD005,2025-12-23,125
PROD005,21 - May - 2025,55
PROD005,2024-06-05,48
PROD005,2025-09-15,124
PROD005,2025-06-05,85
PROD005,2024-01-26,115
PROD005,2025-09-12,64
PROD005,2024-03-08,87
PROD005,12 - January - 2025,106
PROD005,2025-06-14,65
PROD005,2025-01-25,-62
PROD005,20251001,99
PROD005,2025-11-11,51
PROD005,2024-07-22,75
PROD005,19 - September - 2025,122
PROD005,20240326,110
PROD005,2024-12-13,120
PROD005,2024-10-05,109
PROD005,2024-08-16,16
PROD005,20240416,59
PROD005,20241015,75
PROD005,2024-08-14,141
PROD005,2025-07-24,123
PROD005,2025-05-21,-136
PROD005,2025-10-19,132
PROD005,2024-06-06,123
PROD005,2025-10-28,63
PROD005,06 - August - 2025,94
PROD005,2024-09-17,82
PROD005,2024-01-26,77
PROD005,2024-03-07,130
PROD005,23 - November - 2024,107
PROD005,02 - April - 2025,84
PROD005,2025-04-22,133
PROD005,2024-09-12,63
PROD005,2025-12-14,118
PROD005,2024-02-25,44
PROD005,14 - March - 2025,101
PROD005,2024-11-08,67
PROD005,2024-05-13,75
PROD005,25 - July - 2025,120
PROD005,2024-12-20,78
PROD005,2024-02-22,63
PROD005,2025-05-28,111
PROD005,2025-08-23,119
PROD005,2024-08-02,42
PROD005,2024-02-28,143
PROD005,2024-11-30,82
PROD005,22 - October - 2024,80
PROD005,2024-08-20,35
PROD005,2025-03-22,113
PROD005,2024-11-24,67
PROD005,2025-07-18,85
PROD005,20250509,115
PROD005,2024-05-18,85
PROD005,2024-04-05,82
PROD005,2024-12-09,94
PROD005,30 - January - 2025,110
PROD005,2024-10-27,124
PROD005,2025-02-11,44
PROD005,20240919,122
PROD005,2025-03-15,118
PROD005,2024-11-02,77
PROD005,2025-07-07,107
PROD005,2025-01-29,103
PROD005,2024-04-20,112
PROD005,2024-12-14,30
PROD005,2025-12-08,100
PROD005,2025-11-17,57
PROD005,2025-08-20,110
PROD005,20251004,68
PROD005,19 - May - 2024,131
PROD005,2025-03-31,162
PROD005,20240322,93
PROD005,09 - April - 2024,59
PROD005,2025-03-28,77
PROD005,20240925,132
PROD005,20240516,122
PROD005,2025-11-02,116
PROD005,2025-10-25,137
PROD005,20240713,75
PROD005,2024-11-29,95
PROD005,2025-01-04,81
PROD005,2024-01-24,104
PROD005,2024-11-02,117
PROD005,2025-05-03,78
PROD005,2024-08-25,-131
PROD005,2025-09-24,82
PROD005,2024-02-05,97
PROD005,04 - December - 2025,125
PROD005,2025-01-28,114
PROD005,2024-05-06,90
PROD005,2025-05-07,111
PROD005,2024-05-14,97
PROD005,25 - October - 2024,103
PROD005,2024-08-09,101
PROD005,2024-10-16,50
PROD005,2025-08-19,92
PROD005,2024-03-08,109
PROD005,2024-06-25,155
PROD005,2024-12-25,93
PROD005,2024-03-29,137
PROD005,2024-01-30,79
PROD005,2025-11-10,133
PROD005,2025-03-26,155
PROD005,2024-11-29,44
PROD005,2025-10-23,71
PROD005,2025-03-11,96
PROD005,2025-03-30,39
PROD005,2024-12-24,76
PROD005,2025-10-19,99
PROD005,2024-07-08,52
PROD005,2024-09-25,-50
PROD005,2024-07-22,62
PROD005,2024-06-17,74
PROD005,30 - May - 2025,130
PROD005,2024-09-26,85
PROD005,20240425,113
PROD005,2025-05-11,90
PROD005,2025-11-09,84
PROD005,2025-08-09,111
PROD005,18 - February - 2025,96
PROD005,2024-02-22,110
PROD005,2025-02-21,155
PROD005,2025-12-26,112
PROD005,2024-11-30,71
PROD005,2024-07-17,132
PROD005,2025-09-17,137
PROD005,03 - October - 2025,43
PROD005,2025-01-21,119
PROD005,2024-09-19,111
PROD005,2025-04-25,48
PROD005,2025-03-07,98
PROD005,2024-09-28,-104
PROD005,02 - May - 2025,66
PROD005,2025-09-05,74
PROD005,2025-09-24,83
PROD005,2024-05-29,90
PROD005,2024-05-08,76
PROD005,2024-12-16,77
PROD005,20240821,41
PROD005,20250817,122
PROD005,2025-11-25,83
PROD005,2024-06-23,96
PROD005,2024-03-15,137
PROD005,2025-01-13,59
PROD005,2024-06-26,85
PROD005,2024-06-15,110
PROD005,2025-05-08,118
PROD005,14 - December - 2025,69
PROD005,2025-08-29,102
PROD005,2024-11-04,62
PROD005,24 - December - 2025,66
PROD005,2024-07-28,59
PROD005,20250914,130
PROD005,2025-12-26,83
PROD005,2025-09-05,139
PROD005,2025-01-24,71
PROD005,2025-07-28,111
PROD005,2025-07-18,69
PROD005,2025-07-09,90
PROD005,2024-08-14,35
PROD005,2024-08-14,113
PROD005,2025-10-24,86
PROD005,2024-03-01,86
PROD005,2025-01-06,83
PROD005,2025-07-31,105
PROD005,2024-04-19,81
PROD005,2025-12-10,99
PROD005,20240430,70
PROD005,2025-03-14,122
PROD005,2025-04-15,77
PROD005,2025-02-21,100
PROD005,15 - July - 2024,139
PROD005,29 - March - 2025,-103
PROD005,2025-04-04,115
PROD005,2025-11-13,104
PROD005,2024-04-26,100
PROD005,2025-01-27,92
PROD005,2024-05-04,-56
PROD005,2024-06-11,80
PROD005,2024-04-08,68
PROD005,2025-08-13,87
PROD005,2024-01-12,57
PROD005,2024-03-17,91
PROD005,13 - April - 2024,134
PROD005,2024-03-19,134
PROD005,20251019,111
PROD005,2024-07-29,79
PROD005,2025-07-19,91
PROD005,2024-07-20,123
PROD005,2025-07-03,98
PROD005,2024-02-08,151
PROD005,24 - April - 2024,112
PROD005,2025-09-28,110
PROD005,06 - September - 2024,107
PROD005,2024-07-20,98
PROD005,2024-05-20,98
PROD005,2025-07-17,102
PROD005,15 - February - 2025,102
PROD005,2025-12-26,57
PROD005,2024-04-03,32
PROD005,2024-01-25,71
PROD005,18 - December - 2024,84
PROD005,2024-04-17,132
PROD005,2025-09-02,-121
PROD005,2025-04-26,72
PROD005,2024-06-22,86
PROD005,2025-09-05,87
PROD005,20240122,155
PROD005,20240713,102
PROD005,13 - November - 2024,152
PROD005,2024-08-16,112
PROD005,2025-10-19,102
PROD005,2024-01-23,38
PROD005,2025-01-07,93
PROD005,2025-03-18,118
PROD005,12 - December - 2024,80
PROD005,2025-12-25,133
PROD005,2025-02-28,132
PROD005,2025-12-10,49
PROD005,20251026,48
PROD005,2025-01-28,139
PROD005,2025-03-28,73
PROD005,2024-08-11,75
PROD005,2024-02-22,52
PROD005,2025-11-19,85
PROD005,20250417,84
PROD005,2025-06-12,77
PROD005,2025-09-29,141
PROD005,2025-02-01,139
PROD005,2024-06-26,92
PROD005,2025-09-19,127
PROD005,2024-05-27,102
PROD005,2025-11-14,128
PROD005,2024-11-04,145
PROD005,29 - November - 2025,97
PROD005,24 - July - 2025,11
PROD005,20240726,129
PROD005,2024-04-03,77
PROD005,2025-08-23,120
PROD005,2024-06-16,166
PROD005,2025-07-28,97
PROD005,2024-10-11,142
PROD005,2024-06-28,121
PROD005,2024-05-30,138
PROD005,20250802,116
PROD005,2025-12-24,112
PROD005,2024-06-22,110
PROD005,2024-03-09,97
PROD005,2025-01-17,174
PROD005,2024-08-29,104
PROD005,06 - November - 2025,125
PROD005,2024-12-28,61
PROD005,2024-07-13,161
PROD005,2025-07-25,136
PROD005,29 - February - 2024,75
PROD005,2025-06-24,115
PROD005,2024-04-13,115
PROD005,2024-10-08,127
PROD005,20240918,97
PROD005,21 - June - 2024,69
PROD005,28 - December - 2025,66
PROD005,20250502,108
PROD005,2025-12-24,72
PROD005,02 - August - 2024,167
PROD005,2024-03-08,108
PROD005,20250704,54
PROD005,2025-10-02,89
PROD005,20250718,108
PROD005,2025-02-28,175
PROD005,2024-01-06,68
PROD005,2024-02-19,61
PROD005,2025-02-02,103
PROD005,2024-09-15,103
PROD005,2025-08-13,111
PROD005,2024-04-06,114
PROD005,2025-01-29,106
PROD005,2024-05-16,155
PROD005,2025-07-15,107
PROD005,2025-01-17,77
PROD005,2025-08-15,126
PROD005,2024-09-10,123
PROD005,29 - September - 2025,87
PROD005,17 - October - 2024,44
PROD005,2024-08-09,86
PROD005,2025-10-16,104
PROD005,2025-06-17,38
PROD005,2024-06-01,77
PROD005,2025-04-22,60
PROD005,2025-08-19,67
PROD005,20241121,104
PROD005,2024-04-03,105
PROD005,2025-11-29,75
PROD005,03 - September - 2025,122
PROD005,2025-10-16,126
PROD005,20250703,56
PROD005,14 - March - 2024,140
PROD005,2024-12-02,104
PROD005,2024-05-14,122
PROD005,2025-04-18,122
PROD005,2024-04-27,98
PROD005,03 - June - 2025,131
PROD005,2024-01-19,105
PROD005,2024-03-30,135
PROD005,2024-11-23,53
PROD005,2024-05-27,144
PROD005,2025-01-17,158
PROD005,20240307,104
PROD005,2024-07-11,121
PROD005,2025-05-16,101
PROD005,06 - September - 2024,39
PROD005,20251004,63
PROD005,2025-08-15,109
PROD005,2024-10-25,73
PROD005,2025-10-21,166
PROD005,2024-01-26,125
PROD005,2025-04-19,138
PROD005,2024-10-29,63
PROD005,2025-03-21,93
PROD005,2025-07-27,62
PROD005,2024-04-12,134
PROD005,20250802,53
PROD005,2025-09-06,113
PROD005,2024-04-14,52
PROD005,2025-05-18,87
PROD005,2025-02-04,93
PROD005,2024-01-04,143
PROD005,20240606,123
PROD005,20240115,107
PROD005,2025-04-26,69
PROD005,13 - June - 2024,70
PROD005,2025-08-23,81
PROD005,2024-03-11,94
PROD005,2024-04-18,95
PROD005,2025-10-30,127
PROD005,2025-08-19,84
PROD005,2024-07-17,124
PROD005,2025-02-12,108
PROD005,20240208,19
PROD005,2025-12-10,73
PROD005,2024-03-19,113
PROD005,2024-04-22,99
PROD005,2024-11-16,46
PROD005,20241211,59
PROD005,2024-04-08,117
PROD005,2025-10-03,83
PROD005,2025-12-02,105
PROD005,2025-05-20,130
PROD005,2024-10-31,93
PROD005,2025-01-22,133
PROD005,2024-08-20,61
PROD005,2024-06-11,132
PROD005,2024-05-30,73
PROD005,2024-08-06,107
PROD005,20251102,122
PROD006,20251027,151
PROD006,04 - June - 2025,171
PROD006,2025-10-03,63
PROD006,22 - March - 2024,157
PROD006,2025-07-30,111
PROD006,2025-01-20,80
PROD006,2024-10-08,140
PROD006,2025-11-18,116
PROD006,2024-07-12,105
PROD006,2025-05-20,104
PROD006,2024-01-29,146
PROD006,2025-11-18,114
PROD006,2025-02-20,119
PROD006,2024-07-23,128
PROD006,20240422,75
PROD006,2024-06-27,123
PROD006,15 - April - 2025,111
PROD006,2025-10-08,141
PROD006,2024-06-03,121
PROD006,2025-08-28,60
PROD006,2025-01-28,-82
PROD006,20240209,124
PROD006,2025-01-13,97
PROD006,14 - January - 2024,84
PROD006,2024-06-13,73
PROD006,20240324,92
PROD006,2025-08-26,102
PROD006,20250817,95
PROD006,2024-04-05,115
PROD006,2024-08-18,65
PROD006,2024-12-13,95
PROD006,2025-03-28,104
PROD006,2025-11-18,116
PROD006,2024-06-09,101
PROD006,2024-08-29,92
PROD006,2024-02-02,-77
PROD006,2024-10-11,112
PROD006,2025-08-20,101
PROD006,2025-08-23,94
PROD006,2025-03-16,96
PROD006,2025-01-15,70
PROD006,20241226,101
PROD006,2024-04-19,79
PROD006,2025-09-17,96
PROD006,2024-01-10,104
PROD006,2025-09-11,85
PROD006,2024-04-02,46
PROD006,2024-11-14,142
PROD006,20251028,73
PROD006,2025-11-15,102
PROD006,2024-05-15,110
PROD006,26 - June - 2025,123
PROD006,2025-05-25,47
PROD006,2024-07-27,90
PROD006,2025-06-17,136
PROD006,21 - April - 2025,154
PROD006,2025-07-19,86
PROD006,2024-09-22,108
PROD006,11 - July - 2024,78
PROD006,2025-07-10,101
PROD006,2024-03-18,126
PROD006,2024-02-07,78
PROD006,2025-04-26,105
PROD006,2025-06-04,120
PROD006,2025-08-01,112
PROD006,13 - August - 2024,57
PROD006,2024-07-01,110
PROD006,2025-08-03,61
PROD006,2025-10-01,41
PROD006,2025-05-16,67
PROD006,2025-07-23,74
PROD006,2025-01-24,68
PROD006,2024-11-20,101
PROD006,2024-03-22,156
PROD006,2024-05-01,94
PROD006,06 - February - 2024,108
PROD006,2025-06-17,126
PROD006,01 - January - 2025,149
PROD006,2025-12-08,100
PROD006,2025-02-15,68
PROD006,2024-01-17,141
PROD006,2024-12-09,87
PROD006,2025-09-30,137
PROD006,20250810,120
PROD006,2025-05-18,124
PROD006,2025-02-05,131
PROD006,20250217,113
PROD006,2024-08-15,86
PROD006,20250126,124
PROD006,2025-12-12,68
PROD006,2025-08-08,133
PROD006,23 - December - 2024,159
PROD006,2024-05-29,68
PROD006,2025-11-20,48
PROD006,20241106,122
PROD006,2025-01-13,104
PROD006,2024-07-02,55
PROD006,2025-06-05,57
PROD006,2024-08-04,116
PROD006,20240902,109
PROD006,2024-04-08,58
PROD006,2025-01-24,-140
PROD006,2025-04-07,121
PROD006,2024-10-18,95
PROD006,2024-08-12,86
PROD006,2025-01-25,88
PROD006,2024-02-04,74
PROD006,2025-04-12,165
PROD006,2024-07-26,92
PROD006,2025-04-10,113
PROD006,20251120,65
PROD006,19 - February - 2024,90
PROD006,04 - December - 2025,105
PROD006,2025-05-25,103
PROD006,2024-09-06,25
PROD006,2025-02-25,92
PROD006,20240318,130
PROD006,20240314,57
PROD006,20240408,170
PROD006,2024-05-16,106
PROD006,20240125,111
PROD006,2025-10-14,-56
PROD006,2024-12-17,106
PROD006,2024-05-18,104
PROD006,2024-12-22,58
PROD006,2025-06-24,135
PROD006,2025-05-29,75
PROD006,2024-01-09,95
PROD006,2024-09-26,136
PROD006,2024-09-09,63
PROD006,2025-08-04,74
PROD006,2024-09-28,-99
PROD006,2024-11-05,102
PROD006,2025-04-12,116
PROD006,2025-07-24,158
PROD006,2024-06-28,140
PROD006,20240212,122
PROD006,27 - October - 2024,114
PROD006,2025-02-04,85
PROD006,2024-06-01,44
PROD006,20250708,190
PROD006,2024-01-28,84
PROD006,2025-03-30,85
PROD006,2024-10-28,62
PROD006,2024-11-23,116
PROD006,2024-11-08,-87
PROD006,2025-03-22,144
PROD006,2025-02-12,147
PROD006,2025-08-23,89
PROD006,2025-04-09,138
PROD006,2024-03-16,98
PROD006,2025-10-19,73
PROD006,2025-04-19,72
PROD006,26 - November - 2024,113
PROD006,2024-10-19,86
PROD006,2025-01-28,110
PROD006,2025-10-27,116
PROD006,2025-08-10,-95
PROD006,2025-09-13,84
PROD006,2025-05-19,89
PROD006,2025-02-15,136
PROD006,2024-02-15,66
PROD006,2024-02-04,66
PROD006,2025-06-08,83
PROD006,2025-11-23,137
PROD006,20240105,138
PROD006,2025-01-08,115
PROD006,2024-06-15,131
PROD006,2025-09-11,81
PROD006,2024-02-16,66
PROD006,2025-09-29,105
PROD006,2025-07-11,118
PROD006,2025-05-03,144
PROD006,20250902,58
PROD006,2025-08-14,97
PROD006,2024-10-17,75
PROD006,02 - July - 2025,34
PROD006,2025-05-30,100
PROD006,2024-12-11,114
PROD006,23 - March - 2024,90
PROD006,2024-01-14,94
PROD006,2025-01-27,93
PROD006,2025-04-01,57
PROD006,2024-04-06,92
PROD006,2024-12-25,46
PROD006,2024-06-09,117
PROD006,2024-02-28,75
PROD006,2024-01-21,137
PROD006,2025-01-05,27
PROD006,2024-03-21,136
PROD006,2025-07-05,73
PROD006,2024-10-04,147
PROD006,2024-04-23,117
PROD006,2024-03-03,143
PROD006,02 - October - 2024,96
PROD006,20240825,127
PROD006,2025-04-14,103
PROD006,2025-05-03,56
PROD006,2025-09-16,72
PROD006,2025-07-14,146
PROD006,2025-10-17,94
PROD006,2025-10-05,99
PROD006,2024-04-30,88
PROD006,2024-10-04,77
PROD006,2025-08-06,84
PROD006,2025-04-09,96
PROD006,2025-05-04,88
PROD006,2024-03-03,136
PROD006,2025-02-07,85
PROD006,2025-01-18,-141
PROD006,2025-04-28,83
PROD006,20240703,96
PROD006,2024-05-21,78
PROD006,2024-03-25,97
PROD006,2025-08-16,93
PROD006,2024-06-04,122
PROD006,15 - March - 2024,94
PROD006,2025-08-30,146
PROD006,20240614,77
PROD006,20240306,110
PROD006,2024-04-07,116
PROD006,20240501,132
PROD006,2024-10-07,76
PROD006,2025-11-03,128
PROD006,2025-10-29,162
PROD006,2025-04-21,125
PROD006,07 - July - 2024,71
PROD006,2025-11-06,89
PROD006,20250612,101
PROD006,2024-09-07,81
PROD006,2025-08-18,137
PROD006,2024-04-30,59
PROD006,2025-02-11,74
PROD006,2025-03-28,84
PROD006,11 - April - 2025,126
PROD006,20250827,100
PROD006,2025-02-04,121
PROD006,2025-03-26,100
PROD006,2025-06-05,107
PROD006,2024-07-12,86
PROD006,2024-03-25,113
PROD006,2024-10-24,125
PROD006,10 - November - 2024,71
PROD006,2024-11-03,87
PROD006,2025-08-31,107
PROD006,08 - February - 2024,112
PROD006,20240228,69
PROD006,2025-06-12,143
PROD006,20241022,96
PROD006,2025-02-15,89
PROD006,2024-04-13,167
PROD006,2024-03-08,112
PROD006,30 - April - 2025,117
PROD006,2025-09-05,104
PROD006,2025-11-19,98
PROD006,2024-12-22,114
PROD006,2024-07-24,64
PROD006,2025-05-05,100
PROD006,2024-01-19,78
PROD006,2025-11-15,80
PROD006,2024-04-15,59
PROD006,2024-08-18,133
PROD006,20251229,79
PROD006,2025-03-06,81
PROD006,24 - June - 2025,38
PROD006,2025-03-10,141
PROD006,14 - March - 2025,120
PROD006,2024-05-29,66
PROD006,2024-12-23,74
PROD006,2025-03-24,66
PROD006,20240217,86
PROD006,2025-07-18,85
PROD006,2024-11-22,164
PROD006,2025-06-16,86
PROD006,2024-01-03,110
PROD006,20240102,74
PROD006,2024-02-05,123
PROD006,2025-04-21,85
PROD006,2024-11-21,59
PROD006,2024-08-15,26
PROD006,02 - October - 2025,80
PROD006,2024-12-05,181
PROD006,20251114,78
PROD006,2024-11-14,113
PROD006,2024-07-29,98
PROD006,2024-02-19,106
PROD006,2024-10-27,127
PROD006,2024-06-14,50
PROD006,2024-01-27,91
PROD006,11 - September - 2024,84
PROD006,2025-09-01,113
PROD006,2024-12-25,109
PROD006,2024-07-26,47
PROD006,2024-01-24,110
PROD006,2025-12-30,78
PROD006,15 - January - 2024,135
PROD006,2025-04-11,94
PROD006,20240320,76
PROD006,2025-10-27,135
PROD006,2024-03-02,73
PROD006,03 - April - 2024,126
PROD006,2024-05-27,114
PROD006,2024-11-01,137
PROD006,2025-04-03,115
PROD006,10 - March - 2024,130
PROD006,2025-09-25,103
PROD006,2025-03-03,146
PROD006,2024-04-12,96
PROD006,2025-12-11,59
PROD006,2024-06-04,60
PROD006,2024-07-29,49
PROD006,21 - May - 2024,155
PROD006,2025-08-13,99
PROD006,2024-10-05,46
PROD006,2025-02-20,115
PROD006,20241206,44
PROD006,20251230,87
PROD006,2024-12-14,137
PROD006,2024-06-28,118
PROD006,2025-12-05,113
PROD006,20250217,81
PROD006,2025-03-20,157
PROD006,20240911,-105
PROD006,14 - June - 2025,118
PROD006,2025-08-24,75
PROD006,2025-11-12,91
PROD006,2025-11-16,56
PROD006,2025-10-13,91
PROD006,2025-06-01,111
PROD006,2024-05-14,47
PROD006,2024-06-18,60
PROD006,2025-08-09,74
PROD006,2024-12-31,71
PROD006,2024-01-30,-66
PROD006,2024-02-06,82
PROD006,2024-12-13,110
PROD006,2025-09-06,56
PROD006,20250929,63
PROD006,2025-09-23,105
PROD006,2025-11-26,129
PROD006,2025-08-20,154
PROD006,2024-03-29,64
PROD006,20250206,73
PROD006,2024-04-01,70
PROD006,2024-09-18,174
PROD006,2024-08-10,86
PROD006,2025-08-01,-166
PROD006,2024-07-22,110
PROD006,2025-08-17,129
PROD006,2024-04-26,110
PROD006,2024-10-04,92
PROD006,2024-10-15,90
PROD006,2025-10-15,42
PROD006,2025-06-29,119
PROD006,2024-01-15,138
PROD006,2025-03-01,50
PROD006,2025-03-19,81
PROD006,2025-11-11,66
PROD006,2025-12-12,131
PROD006,2024-06-25,58
PROD006,2024-09-26,100
PROD006,2025-09-12,143
PROD006,2025-04-03,89
PROD006,2025-07-01,102
PROD006,20251214,63
PROD006,2025-12-14,97
PROD006,2024-07-30,77
PROD006,2024-03-21,95
PROD006,2024-06-07,163
PROD006,2025-03-18,153
PROD006,2025-03-02,142
PROD006,2025-11-12,99
PROD006,20240715,93
PROD006,2024-01-20,68
PROD006,2025-10-06,108
PROD006,2024-03-25,53
PROD006,2025-02-07,97
PROD006,2024-07-07,105
PROD006,2024-11-23,-64
PROD006,2025-08-09,113
PROD006,2024-05-24,100
PROD006,2024-03-25,94
PROD006,20250524,112
PROD006,2024-12-09,87
PROD006,2025-02-17,89
PROD006,2025-04-05,90
PROD006,05 - July - 2024,87
PROD006,2024-06-16,28
PROD006,2025-08-03,-96
PROD006,2025-10-31,120
PROD006,2025-10-06,89
PROD006,2024-12-14,88
PROD006,2025-01-18,61
PROD006,2024-11-10,67
PROD006,2025-05-19,107
PROD006,07 - November - 2025,85
PROD006,2025-07-11,118
PROD006,2025-08-20,99
PROD006,2025-02-14,113
PROD006,2025-08-16,77
PROD006,2025-11-13,109
PROD006,2025-03-28,172
PROD006,2025-11-19,58
PROD006,2025-04-09,121
PROD006,2025-10-04,103
PROD006,2025-06-19,184
PROD006,2025-04-27,102
PROD006,2024-10-24,96
PROD006,2025-11-17,98
PROD006,2025-12-08,113
PROD006,2024-08-14,84
PROD006,2024-04-15,106
PROD006,2025-09-23,102
PROD006,2024-09-05,129
PROD006,2024-11-25,90
PROD006,2024-08-03,111
PROD006,2025-07-27,116
PROD006,2024-06-17,134
PROD006,20250705,79
PROD006,2025-01-01,113
PROD006,2025-07-07,95
PROD006,29 - March - 2024,58
PROD006,2024-08-11,100
PROD006,20240413,54
PROD006,2024-10-06,128
PROD006,2025-05-25,74
PROD006,2024-03-10,86
PROD006,2024-05-09,170
PROD006,2025-12-03,127
PROD006,2024-10-04,100
PROD006,2025-01-13,136
PROD006,2025-11-29,115
PROD006,17 - November - 2024,120
PROD006,2025-09-08,87
PROD006,2025-04-01,113
PROD006,2024-05-10,92
PROD006,2024-02-01,108
PROD006,28 - June - 2024,141
PROD006,2025-05-04,117
PROD006,2024-07-24,113
PROD006,19 - January - 2024,134
PROD006,2024-05-31,100
PROD006,2024-11-03,79
PROD006,2024-07-21,136
PROD006,2025-11-17,138
PROD006,2025-07-08,132
PROD006,2024-09-05,50
PROD006,2025-09-01,-113
PROD006,2025-03-13,111
PROD006,20250228,92
PROD006,27 - December - 2024,102
PROD006,2024-11-19,117
PROD006,2024-09-19,115
PROD006,2024-04-03,51
PROD006,2025-11-01,116
PROD006,2024-08-12,78
PROD006,20240614,145
PROD006,2025-06-14,110
PROD006,2024-06-19,124
PROD006,2025-06-11,88
PROD006,2025-06-04,125
PROD006,2024-09-18,79
PROD006,20 - October - 2024,80
PROD006,2024-11-02,88
PROD006,2024-01-13,151
PROD006,2025-12-02,89
PROD006,27 - February - 2024,98
PROD006,2024-05-04,45
PROD006,2024-03-26,166
PROD006,2025-08-21,60
PROD006,20251229,78
PROD006,2025-06-30,120
PROD006,2025-01-27,121
PROD006,2025-05-27,-97
PROD006,2025-05-12,80
PROD006,2024-08-01,128
PROD006,2024-02-09,104
PROD006,2024-05-15,88
PROD006,2025-11-05,86
PROD006,2024-10-04,129
PROD006,20240826,120
PROD006,2025-10-31,97
PROD006,2025-08-14,129
PROD006,2025-01-11,110
PROD006,2024-05-11,116
PROD006,2024-01-15,107
PROD006,2024-07-02,85
PROD006,20240613,91
PROD006,07 - October - 2024,56
PROD006,2024-01-16,111
PROD006,2024-03-02,73
PROD006,2024-06-16,-117
PROD006,2024-10-02,87
PROD006,2025-11-20,162
PROD006,2024-11-12,105
PROD006,2024-11-25,57
PROD006,28 - July - 2025,60
PROD006,2025-10-29,84
PROD006,2024-10-08,79
PROD006,25 - May - 2025,-178
PROD007,2024-05-21,40
PROD007,2024-04-29,96
PROD007,2025-03-21,144
PROD007,29 - September - 2025,113
PROD007,2024-06-09,82
PROD007,20250404,137
PROD007,12 - September - 2025,118
PROD007,2024-12-16,55
PROD007,31 - July - 2025,130
PROD007,2024-07-29,122
