venta_id,producto_id,fecha_venta,cantidad,cliente_id
VTA02846,PROD006,20251221,2,CL006
VTA02847,PROD006,2025-05-14,2,CL013
VTA02848,PROD006,2024-05-17,3,CL003
VTA02849,PROD006,2025-02-21,1,CL011
VTA02850,PROD006,2025-11-24,4,CL017
VTA02851,PROD006,2025-09-22,1,CL015
VTA02852,PROD006,2024-01-17,3,CL015
VTA02853,PROD006,20250606,2,CL012
VTA02854,PROD006,2024-06-06,1,CL015
VTA02855,PROD006,2024-10-15,4,CL003
VTA02856,PROD006,2024-01-23,5,CL010
VTA02857,PROD006,2025-06-08,2,CL015
VTA02858,PROD006,2025-01-09,4,CL004
VTA02859,PROD006,02 - April - 2025,0,CL017
VTA02860,PROD006,15 - October - 2024,3,CL018
VTA02861,PROD006,2024-08-19,2,CL002
VTA02862,PROD006,2025-09-29,1,CL004
VTA02863,PROD006,2024-04-18,2,CL012
VTA02864,PROD006,2025-03-03,1,CL011
VTA02865,PROD006,26 - December - 2024,4,CL016
VTA02866,PROD006,2025-09-09,1,CL005
VTA02867,PROD006,2025-08-09,3,CL012
VTA02868,PROD006,2024-07-05,5,CL002
VTA02869,PROD006,2025-12-27,1,CL011
VTA02870,PROD006,2024-11-15,0,CL013
VTA02871,PROD006,2025-08-12,1,CL015
VTA02872,PROD006,2024-04-22,2,CL015
VTA02873,PROD006,2024-02-15,2,CL016
VTA02874,PROD006,2024-08-23,3,CL011
VTA02875,PROD006,2025-04-18,3,CL020
VTA02876,PROD006,2025-12-04,2,CL018
VTA02877,PROD006,2024-12-26,2,CL012
VTA02878,PROD006,2025-03-02,0,CL010
VTA02879,PROD006,2024-03-10,2,CL018
VTA02880,PROD006,2025-10-20,6,CL019
VTA02881,PROD006,20250206,5,CL016
VTA02882,PROD006,2025-01-05,2,CL002
VTA02883,PROD006,2025-01-08,0,CL016
VTA02884,PROD006,18 - July - 2025,0,CL015
VTA02885,PROD006,2024-01-22,3,CL005
VTA02886,PROD006,2024-05-27,2,CL010
VTA02887,PROD006,2025-06-27,4,CL003
VTA02888,PROD006,20240730,3,CL019
VTA02889,PROD006,2024-01-26,2,CL002
VTA02890,PROD006,2024-10-13,3,CL007
VTA02891,PROD006,2025-05-04,1,CL003
VTA02892,PROD006,14 - November - 2025,1,CL001
VTA02893,PROD006,20240704,4,CL002
VTA02894,PROD006,2025-04-22,5,CL020
VTA02895,PROD006,2025-04-28,0,CL006
VTA02896,PROD006,10 - September - 2025,1,CL013
VTA02897,PROD006,2024-09-16,3,CL007
VTA02898,PROD006,2025-02-20,0,CL011
VTA02899,PROD006,2024-02-21,2,CL011
VTA02900,PROD006,2024-04-28,4,CL020
VTA02901,PROD006,2024-05-03,1,CL002
VTA02902,PROD006,2024-09-30,1,CL002
VTA02903,PROD006,2025-01-11,1,CL012
VTA02904,PROD006,2024-04-08,6,CL018
VTA02905,PROD006,2025-12-10,2,CL014
VTA02906,PROD006,2024-02-27,3,CL002
VTA02907,PROD006,2025-05-15,1,CL019
VTA02908,PROD006,2025-12-09,0,CL002
VTA02909,PROD006,2025-11-15,1,CL014
VTA02910,PROD006,2024-03-13,-5,CL006
VTA02911,PROD006,2024-07-24,2,CL018
VTA02912,PROD006,20240124,0,CL016
VTA02913,PROD006,2025-01-26,2,CL018
VTA02914,PROD006,2025-03-07,1,CL004
VTA02915,PROD006,2024-11-16,5,CL016
VTA02916,PROD006,20250404,4,CL013
VTA02917,PROD006,2024-12-08,0,CL008
VTA02918,PROD006,2025-03-15,2,CL007
VTA02919,PROD006,2024-11-20,3,CL008
VTA02920,PROD006,2025-06-07,3,CL004
VTA02921,PROD006,20250522,1,CL012
VTA02922,PROD006,2025-04-17,2,CL002
VTA02923,PROD006,2025-02-17,0,CL007
VTA02924,PROD006,2024-02-26,2,CL012
VTA02925,PROD006,2025-02-02,4,CL003
VTA02926,PROD006,2025-02-20,1,CL020
VTA02927,PROD006,2024-08-10,1,CL010
VTA02928,PROD006,2025-10-22,3,CL013
VTA02929,PROD006,02 - February - 2024,2,CL008
VTA02930,PROD006,2025-06-29,1,CL017
VTA02931,PROD006,2024-01-29,1,CL007
VTA02932,PROD006,20250703,6,CL009
VTA02933,PROD006,2025-06-10,1,CL003
VTA02934,PROD006,2024-03-28,3,CL019
VTA02935,PROD006,2024-04-17,1,CL005
VTA02936,PROD006,2024-06-11,4,CL005
VTA02937,PROD006,2025-08-28,1,CL016
VTA02938,PROD006,2024-04-16,1,CL006
VTA02939,PROD006,2025-11-26,2,CL008
VTA02940,PROD006,20240615,0,CL014
VTA02941,PROD006,2024-08-02,6,CL019
VTA02942,PROD006,2025-07-19,3,CL016
VTA02943,PROD006,2025-06-09,1,CL006
VTA02944,PROD006,2025-12-12,2,CL003
VTA02945,PROD006,2024-08-11,1,CL017
VTA02946,PROD006,2024-09-14,1,CL006
VTA02947,PROD006,26 - July - 2024,0,CL018
VTA02948,PROD006,17 - February - 2025,2,CL007
VTA02949,PROD006,2024-10-02,3,CL017
VTA02950,PROD006,2025-03-30,0,CL003
VTA02951,PROD006,2024-01-02,2,CL012
VTA02952,PROD006,2025-01-27,3,CL011
VTA02953,PROD006,2025-03-16,-5,CL013
VTA02954,PROD006,2024-06-06,3,CL014
VTA02955,PROD006,2024-06-13,2,CL003
VTA02956,PROD006,2025-10-08,1,CL007
VTA02957,PROD006,2025-01-05,2,CL011
VTA02958,PROD006,20250702,3,CL015
VTA02959,PROD006,20250410,0,CL016
VTA02960,PROD006,2024-12-25,3,CL015
VTA02961,PROD006,2025-12-02,3,CL020
VTA02962,PROD006,2024-08-24,2,CL008
VTA02963,PROD006,2024-11-22,3,CL020
VTA02964,PROD006,2024-01-27,1,CL013
VTA02965,PROD006,2025-02-03,0,CL010
VTA02966,PROD006,2024-08-03,0,CL010
VTA02967,PROD006,20240101,2,CL007
VTA02968,PROD006,2024-10-28,3,CL010
VTA02969,PROD006,2024-01-11,1,CL014
VTA02970,PROD006,2025-08-10,2,CL010
VTA02971,PROD006,2024-05-18,2,CL005
VTA02972,PROD006,2024-07-11,1,CL003
VTA02973,PROD006,2025-05-21,2,CL020
VTA02974,PROD006,24 - May - 2025,1,CL004
VTA02975,PROD006,2025-01-29,2,CL005
VTA02976,PROD006,2024-06-15,3,CL010
VTA02977,PROD006,2024-04-12,0,CL017
VTA02978,PROD006,2024-01-23,2,CL004
VTA02979,PROD006,2025-05-12,2,CL018
VTA02980,PROD006,2024-06-25,2,CL007
VTA02981,PROD006,2025-07-06,2,CL012
VTA02982,PROD006,2025-07-04,5,CL020
VTA02983,PROD006,2025-12-16,2,CL010
VTA02984,PROD006,2025-05-05,2,CL012
VTA02985,PROD006,2025-01-20,2,CL019
VTA02986,PROD006,2025-01-22,2,CL010
VTA02987,PROD006,2024-02-17,3,CL012
VTA02988,PROD006,2024-02-21,2,CL011
VTA02989,PROD006,2024-07-04,6,CL016
VTA02990,PROD006,2024-03-19,1,CL001
VTA02991,PROD006,2024-02-22,0,CL008
VTA02992,PROD006,2025-08-04,2,CL014
VTA02993,PROD006,2024-10-10,1,CL020
VTA02994,PROD006,2024-04-08,3,CL006
VTA02995,PROD006,20250722,2,CL008
VTA02996,PROD006,2024-05-27,2,CL003
VTA02997,PROD006,20251013,1,CL003
VTA02998,PROD006,2024-09-16,2,CL018
VTA02999,PROD006,2024-01-06,1,CL006
VTA03000,PROD006,20250813,5,CL007
VTA03001,PROD007,2025-03-09,3,CL016
VTA03002,PROD007,2024-07-10,2,CL003
VTA03003,PROD007,2025-11-11,3,CL015
VTA03004,PROD007,2025-08-01,2,CL004
VTA03005,PROD007,2025-06-03,2,CL008
VTA03006,PROD007,11 - April - 2024,4,CL011
VTA03007,PROD007,2024-03-05,2,CL005
VTA03008,PROD007,2024-09-26,-3,CL011
VTA03009,PROD007,2024-09-16,1,CL017
VTA03010,PROD007,2025-05-29,3,CL009
VTA03011,PROD007,2025-08-12,3,CL019
VTA03012,PROD007,2024-12-01,1,CL001
VTA03013,PROD007,2025-06-17,2,CL005
VTA03014,PROD007,20240712,2,CL013
VTA03015,PROD007,20240701,4,CL005
VTA03016,PROD007,2025-09-04,3,CL012
VTA03017,PROD007,2025-06-22,4,CL013
VTA03018,PROD007,2024-01-14,2,CL020
VTA03019,PROD007,2024-03-20,0,CL010
VTA03020,PROD007,07 - November - 2025,1,CL012
VTA03021,PROD007,2025-02-09,4,CL016
VTA03022,PROD007,2024-11-30,0,CL012
VTA03023,PROD007,2025-09-17,1,CL014
VTA03024,PROD007,2024-03-17,2,CL016
VTA03025,PROD007,2024-02-14,3,CL014
VTA03026,PROD007,20240223,1,CL003
VTA03027,PROD007,2024-11-23,3,CL011
VTA03028,PROD007,2025-01-10,1,CL001
VTA03029,PROD007,2025-10-02,3,CL003
VTA03030,PROD007,2025-01-05,2,CL020
VTA03031,PROD007,24 - November - 2025,2,CL016
VTA03032,PROD007,2024-07-29,2,CL007
VTA03033,PROD007,2025-11-26,2,CL004
VTA03034,PROD007,2024-10-05,4,CL018
VTA03035,PROD007,2024-04-12,3,CL003
VTA03036,PROD007,2025-07-18,2,CL010
VTA03037,PROD007,2024-11-14,0,CL006
VTA03038,PROD007,2024-04-15,3,CL015
VTA03039,PROD007,2024-10-20,2,CL020
VTA03040,PROD007,2024-08-09,1,CL014
VTA03041,PROD007,08 - February - 2024,4,CL005
VTA03042,PROD007,2025-02-23,1,CL009
VTA03043,PROD007,2024-09-27,1,CL013
VTA03044,PROD007,2025-08-16,2,CL006
VTA03045,PROD007,2025-11-25,2,CL003
VTA03046,PROD007,2025-03-24,1,CL006
VTA03047,PROD007,2024-01-10,2,CL003
VTA03048,PROD007,20240113,1,CL015
VTA03049,PROD007,2024-05-06,1,CL006
VTA03050,PROD007,2024-10-13,2,CL002
VTA03051,PROD007,2024-07-05,1,CL014
VTA03052,PROD007,2024-12-24,2,CL010
VTA03053,PROD007,14 - July - 2024,2,CL005
VTA03054,PROD007,2024-08-29,0,CL014
VTA03055,PROD007,2025-09-11,2,CL018
VTA03056,PROD007,2024-07-19,2,CL012
VTA03057,PROD007,2025-04-21,-1,CL014
VTA03058,PROD007,08 - November - 2024,1,CL015
VTA03059,PROD007,2024-05-30,2,CL003
VTA03060,PROD007,2025-12-23,1,CL017
VTA03061,PROD007,06 - September - 2025,4,CL014
VTA03062,PROD007,2024-04-26,1,CL019
VTA03063,PROD007,2025-12-29,1,CL003
VTA03064,PROD007,2024-10-24,2,CL012
VTA03065,PROD007,20250618,2,CL005
VTA03066,PROD007,2025-07-24,3,CL006
VTA03067,PROD007,2025-10-30,2,CL015
VTA03068,PROD007,20250401,1,CL002
VTA03069,PROD007,2025-04-07,5,CL013
VTA03070,PROD007,2024-10-15,2,CL007
VTA03071,PROD007,2024-08-03,1,CL008
VTA03072,PROD007,2024-09-27,3,CL017
VTA03073,PROD007,2025-07-19,1,CL018
VTA03074,PROD007,2024-02-05,3,CL019
VTA03075,PROD007,2024-01-22,0,CL015
VTA03076,PROD007,2025-06-02,1,CL010
VTA03077,PROD007,2025-03-27,2,CL017
VTA03078,PROD007,2025-12-24,0,CL013
VTA03079,PROD007,2025-01-22,0,CL009
VTA03080,PROD007,2025-07-05,2,CL015
VTA03081,PROD007,2024-01-07,2,CL009
VTA03082,PROD007,2024-10-19,1,CL019
VTA03083,PROD007,20240418,2,CL009
VTA03084,PROD007,20240513,3,CL020
VTA03085,PROD007,23 - June - 2025,3,CL015
VTA03086,PROD007,2025-03-12,3,CL008
VTA03087,PROD007,2024-05-18,3,CL001
VTA03088,PROD007,2024-07-17,3,CL014
VTA03089,PROD007,20250103,1,CL005
VTA03090,PROD007,2025-01-18,2,CL002
VTA03091,PROD007,2024-06-29,5,CL014
VTA03092,PROD007,2025-01-05,2,CL007
VTA03093,PROD007,2025-05-26,4,CL008
VTA03094,PROD007,2024-03-02,4,CL016
VTA03095,PROD007,01 - June - 2025,0,CL006
VTA03096,PROD007,2024-06-01,2,CL003
VTA03097,PROD007,09 - June - 2024,5,CL015
VTA03098,PROD007,2024-10-31,2,CL011
VTA03099,PROD007,2024-10-04,0,CL018
VTA03100,PROD007,25 - July - 2024,2,CL008
VTA03101,PROD007,20241010,1,CL016
VTA03102,PROD007,2025-12-17,5,CL019
VTA03103,PROD007,2024-01-12,0,CL015
VTA03104,PROD007,2025-01-26,3,CL017
VTA03105,PROD007,2025-01-04,0,CL016
VTA03106,PROD007,2025-10-28,2,CL009
VTA03107,PROD007,2024-02-27,2,CL004
VTA03108,PROD007,2025-05-16,4,CL001
VTA03109,PROD007,2024-11-14,1,CL008
VTA03110,PROD007,2024-06-15,2,CL013
VTA03111,PROD007,2024-02-08,2,CL019
VTA03112,PROD007,2024-01-13,2,CL017
VTA03113,PROD007,2025-06-05,0,CL012
VTA03114,PROD007,2024-11-04,2,CL004
VTA03115,PROD007,2024-11-16,2,CL008
VTA03116,PROD007,20240218,3,CL009
VTA03117,PROD007,2024-10-02,3,CL001
VTA03118,PROD007,20251222,2,CL007
VTA03119,PROD007,2024-04-03,1,CL015
VTA03120,PROD007,2025-02-23,4,CL004
VTA03121,PROD007,2024-12-01,2,CL012
VTA03122,PROD007,21 - May - 2024,1,CL004
VTA03123,PROD007,2024-02-09,2,CL007
VTA03124,PROD007,2024-03-13,4,CL013
VTA03125,PROD007,2025-06-19,3,CL001
VTA03126,PROD007,2024-03-17,2,CL009
VTA03127,PROD007,2024-05-16,5,CL009
VTA03128,PROD007,2025-11-29,3,CL012
VTA03129,PROD007,20241109,4,CL013
VTA03130,PROD007,2025-07-29,2,CL015
VTA03131,PROD007,2024-10-29,4,CL014
VTA03132,PROD007,2025-06-24,1,CL014
VTA03133,PROD007,2024-12-13,2,CL011
VTA03134,PROD007,2024-04-06,3,CL010
VTA03135,PROD007,2024-02-13,2,CL020
VTA03136,PROD007,2024-05-04,3,CL004
VTA03137,PROD007,2024-07-28,3,CL001
VTA03138,PROD007,2024-02-10,2,CL005
VTA03139,PROD007,2024-07-05,1,CL015
VTA03140,PROD007,12 - March - 2025,1,CL012
VTA03141,PROD007,04 - February - 2025,3,CL002
VTA03142,PROD007,20241007,3,CL009
VTA03143,PROD007,2024-01-23,3,CL019
VTA03144,PROD007,20250717,1,CL003
VTA03145,PROD007,2025-11-22,0,CL001
VTA03146,PROD007,2024-01-09,2,CL013
VTA03147,PROD007,20240323,2,CL017
VTA03148,PROD007,2025-06-02,2,CL015
VTA03149,PROD007,2025-03-05,2,CL003
VTA03150,PROD007,2025-01-25,3,CL018
VTA03151,PROD007,2025-11-03,2,CL016
VTA03152,PROD007,2024-10-01,2,CL003
VTA03153,PROD007,2024-04-29,0,CL020
VTA03154,PROD007,2025-04-18,1,CL020
VTA03155,PROD007,2025-03-08,0,CL017
VTA03156,PROD007,2025-10-25,2,CL017
VTA03157,PROD007,2025-05-30,2,CL019
VTA03158,PROD007,20250312,2,CL002
VTA03159,PROD007,20240429,2,CL001
VTA03160,PROD007,2024-11-26,2,CL012
VTA03161,PROD007,2025-10-30,3,CL002
VTA03162,PROD007,2024-04-24,2,CL003
VTA03163,PROD007,2024-06-13,3,CL008
VTA03164,PROD007,20240712,3,CL009
VTA03165,PROD007,2025-01-12,4,CL020
VTA03166,PROD007,2025-02-24,5,CL013
VTA03167,PROD007,20240402,0,CL013
VTA03168,PROD007,17 - April - 2024,5,CL008
VTA03169,PROD007,2024-11-06,2,CL017
VTA03170,PROD007,2024-10-22,2,CL017
VTA03171,PROD007,20250807,4,CL013
VTA03172,PROD007,2024-09-07,0,CL004
VTA03173,PROD007,2025-03-09,5,CL010
VTA03174,PROD007,2024-06-10,2,CL012
VTA03175,PROD007,2025-08-20,2,CL001
VTA03176,PROD007,2024-12-29,3,CL008
VTA03177,PROD007,2024-04-09,1,CL014
VTA03178,PROD007,2024-09-12,2,CL011
VTA03179,PROD007,2025-11-13,2,CL009
VTA03180,PROD007,2025-08-17,2,CL011
VTA03181,PROD007,2024-04-19,1,CL009
VTA03182,PROD007,04 - March - 2025,4,CL004
VTA03183,PROD007,2025-07-09,1,CL011
VTA03184,PROD007,2024-05-17,1,CL007
VTA03185,PROD007,2025-02-03,1,CL018
VTA03186,PROD007,2025-05-25,1,CL014
VTA03187,PROD007,2025-05-28,-2,CL015
VTA03188,PROD007,2025-03-04,3,CL016
VTA03189,PROD007,2024-03-09,3,CL007
VTA03190,PROD007,20241220,2,CL015
VTA03191,PROD007,2024-03-14,2,CL019
VTA03192,PROD007,2025-02-06,6,CL004
VTA03193,PROD007,2025-10-28,0,CL018
VTA03194,PROD007,2024-04-13,2,CL003
VTA03195,PROD007,2025-07-28,5,CL020
VTA03196,PROD007,2024-01-27,0,CL017
VTA03197,PROD007,2025-03-22,6,CL006
VTA03198,PROD007,2024-03-28,4,CL015
VTA03199,PROD007,2025-12-06,2,CL019
VTA03200,PROD007,2025-05-30,3,CL012
VTA03201,PROD007,2025-02-08,2,CL001
VTA03202,PROD007,20240202,1,CL009
VTA03203,PROD007,2024-02-22,1,CL005
VTA03204,PROD007,2024-02-26,2,CL007
VTA03205,PROD007,2025-07-08,4,CL009
VTA03206,PROD007,2024-03-09,1,CL004
VTA03207,PROD007,2025-03-30,2,CL016
VTA03208,PROD007,12 - April - 2025,5,CL003
VTA03209,PROD007,23 - November - 2024,2,CL018
VTA03210,PROD007,2024-08-03,0,CL006
VTA03211,PROD007,16 - January - 2025,1,CL013
VTA03212,PROD007,20240625,2,CL006
VTA03213,PROD007,20240903,5,CL013
VTA03214,PROD007,2025-08-28,2,CL019
VTA03215,PROD007,2024-08-31,0,CL014
VTA03216,PROD007,20 - April - 2025,1,CL016
VTA03217,PROD007,2024-10-11,1,CL010
VTA03218,PROD007,2024-12-09,0,CL002
VTA03219,PROD007,2024-07-05,2,CL010
VTA03220,PROD007,2025-04-03,2,CL012
VTA03221,PROD007,2025-12-01,1,CL009
VTA03222,PROD007,2024-11-05,1,CL012
VTA03223,PROD007,2025-11-27,1,CL014
VTA03224,PROD007,2025-04-27,2,CL009
VTA03225,PROD007,2025-10-11,2,CL001
VTA03226,PROD007,07 - July - 2024,1,CL008
VTA03227,PROD007,2025-11-18,6,CL020
VTA03228,PROD007,2024-07-17,2,CL011
VTA03229,PROD007,2024-01-25,3,CL002
VTA03230,PROD007,2024-04-19,2,CL017
VTA03231,PROD007,2024-05-10,2,CL019
VTA03232,PROD007,20251010,1,CL018
VTA03233,PROD007,2025-05-03,1,CL018
VTA03234,PROD007,2024-06-02,2,CL010
VTA03235,PROD007,2024-02-16,3,CL002
VTA03236,PROD007,2025-02-25,0,CL012
VTA03237,PROD007,2024-12-24,2,CL015
VTA03238,PROD007,2024-06-04,2,CL001
VTA03239,PROD007,2025-12-30,3,CL008
VTA03240,PROD007,2024-03-04,3,CL013
VTA03241,PROD007,2024-09-15,2,CL005
VTA03242,PROD007,2024-01-04,2,CL015
VTA03243,PROD007,2025-06-10,1,CL014
VTA03244,PROD007,20240324,1,CL019
VTA03245,PROD007,2024-05-25,2,CL006
VTA03246,PROD007,20240404,4,CL018
VTA03247,PROD007,2025-10-05,4,CL005
VTA03248,PROD007,2024-01-17,1,CL003
VTA03249,PROD007,2025-07-09,0,CL003
VTA03250,PROD007,2024-09-18,-3,CL011
VTA03251,PROD007,2025-08-23,0,CL004
VTA03252,PROD007,2025-04-21,1,CL017
VTA03253,PROD007,03 - March - 2024,0,CL016
VTA03254,PROD007,2025-09-12,0,CL012
VTA03255,PROD007,2025-04-17,4,CL010
VTA03256,PROD007,2024-11-20,2,CL005
VTA03257,PROD007,2024-05-07,2,CL018
VTA03258,PROD007,2025-03-19,1,CL016
VTA03259,PROD007,2025-10-16,3,CL020
VTA03260,PROD007,2025-01-11,3,CL008
VTA03261,PROD007,2024-12-11,0,CL005
VTA03262,PROD007,2025-11-06,0,CL005
VTA03263,PROD007,2025-12-03,2,CL012
VTA03264,PROD007,20241024,1,CL018
VTA03265,PROD007,2025-12-16,0,CL017
VTA03266,PROD007,2024-07-03,1,CL015
VTA03267,PROD007,17 - October - 2025,1,CL011
VTA03268,PROD007,2025-01-11,2,CL008
VTA03269,PROD007,2024-09-05,2,CL012
VTA03270,PROD007,2024-11-15,2,CL014
VTA03271,PROD007,2025-08-28,2,CL004
VTA03272,PROD007,2024-06-20,1,CL010
VTA03273,PROD007,12 - August - 2024,1,CL019
VTA03274,PROD007,2024-03-19,2,CL020
VTA03275,PROD007,2024-12-01,1,CL012
VTA03276,PROD007,2024-05-09,5,CL010
VTA03277,PROD007,20240511,2,CL018
VTA03278,PROD007,2025-05-10,3,CL014
VTA03279,PROD007,2024-08-04,2,CL011
VTA03280,PROD007,12 - January - 2025,2,CL016
VTA03281,PROD007,2025-12-09,3,CL010
VTA03282,PROD007,2025-11-16,3,CL017
VTA03283,PROD007,2025-05-05,2,CL013
VTA03284,PROD007,20240619,3,CL019
VTA03285,PROD007,2024-06-30,3,CL014
VTA03286,PROD007,2024-07-09,4,CL007
VTA03287,PROD007,2025-08-28,6,CL008
VTA03288,PROD007,2025-01-17,4,CL011
VTA03289,PROD007,2024-08-25,1,CL004
VTA03290,PROD007,2025-09-16,2,CL003
VTA03291,PROD007,2024-11-04,1,CL006
VTA03292,PROD007,20250815,2,CL009
VTA03293,PROD007,25 - April - 2024,4,CL019
VTA03294,PROD007,2024-05-23,6,CL015
VTA03295,PROD007,2024-10-06,3,CL007
VTA03296,PROD007,2025-09-11,4,CL007
VTA03297,PROD007,2024-04-14,1,CL015
VTA03298,PROD007,2025-09-18,0,CL009
VTA03299,PROD007,20241021,2,CL020
VTA03300,PROD007,2024-09-25,1,CL003
VTA03301,PROD007,2024-12-26,1,CL014
VTA03302,PROD007,2024-11-01,2,CL011
VTA03303,PROD007,20251005,1,CL001
VTA03304,PROD007,2025-07-16,2,CL009
VTA03305,PROD007,2025-12-28,3,CL011
VTA03306,PROD007,2025-09-18,2,CL002
VTA03307,PROD007,2024-07-08,2,CL011
VTA03308,PROD007,2024-04-29,0,CL017
VTA03309,PROD007,2024-06-09,1,CL010
VTA03310,PROD007,2025-08-25,1,CL006
VTA03311,PROD007,2025-12-04,1,CL017
VTA03312,PROD007,2024-07-25,3,CL008
VTA03313,PROD007,2025-03-07,5,CL003
VTA03314,PROD007,2025-04-15,2,CL002
VTA03315,PROD007,2025-01-24,1,CL004
VTA03316,PROD007,2025-09-01,2,CL009
VTA03317,PROD007,2025-10-16,1,CL007
VTA03318,PROD007,2025-06-17,2,CL012
VTA03319,PROD007,2025-07-18,1,CL004
VTA03320,PROD007,04 - December - 2024,1,CL009
VTA03321,PROD007,28 - February - 2025,-2,CL014
VTA03322,PROD007,2025-02-02,4,CL016
VTA03323,PROD007,21 - October - 2025,4,CL002
VTA03324,PROD007,2024-10-19,1,CL004
VTA03325,PROD007,2024-12-02,1,CL010
VTA03326,PROD007,2025-09-24,-1,CL014
VTA03327,PROD007,2024-09-25,2,CL020
VTA03328,PROD007,2025-12-01,2,CL020
VTA03329,PROD007,2024-12-26,1,CL010
VTA03330,PROD007,2024-12-06,4,CL007
VTA03331,PROD007,2025-09-29,1,CL008
VTA03332,PROD007,2024-04-28,1,CL007
VTA03333,PROD007,20250808,3,CL003
VTA03334,PROD007,2024-10-13,2,CL019
VTA03335,PROD007,2024-03-07,3,CL001
VTA03336,PROD007,2025-10-08,2,CL002
VTA03337,PROD007,20240928,0,CL005
VTA03338,PROD007,2024-02-24,1,CL011
VTA03339,PROD007,2024-09-04,0,CL020
VTA03340,PROD007,20240618,2,CL016
VTA03341,PROD007,2025-11-11,3,CL015
VTA03342,PROD007,2025-10-29,2,CL012
VTA03343,PROD007,20241008,1,CL007
VTA03344,PROD007,2024-08-17,0,CL001
VTA03345,PROD007,2025-12-30,4,CL003
VTA03346,PROD007,2024-01-19,2,CL012
VTA03347,PROD007,2025-03-19,3,CL018
VTA03348,PROD007,2025-09-30,0,CL009
VTA03349,PROD007,2025-07-02,1,CL008
VTA03350,PROD007,20250213,0,CL013
VTA03351,PROD007,2024-02-08,0,CL007
VTA03352,PROD007,2025-07-05,1,CL008
VTA03353,PROD007,2025-11-11,2,CL015
VTA03354,PROD007,2024-10-15,4,CL002
VTA03355,PROD007,2025-06-12,0,CL005
VTA03356,PROD007,2024-05-29,3,CL010
VTA03357,PROD007,20240316,0,CL019
VTA03358,PROD007,2025-07-02,1,CL016
VTA03359,PROD007,2025-10-21,3,CL009
VTA03360,PROD007,2024-12-11,4,CL013
VTA03361,PROD007,2025-04-29,1,CL011
VTA03362,PROD007,2024-10-05,2,CL002
VTA03363,PROD007,2025-11-22,1,CL012
VTA03364,PROD007,2024-11-01,1,CL006
VTA03365,PROD007,2024-07-26,2,CL016
VTA03366,PROD007,2025-02-16,4,CL002
VTA03367,PROD007,2024-10-23,1,CL005
VTA03368,PROD007,2025-10-02,3,CL002
VTA03369,PROD007,2024-04-16,2,CL012
VTA03370,PROD007,2024-09-25,1,CL008
VTA03371,PROD007,09 - December - 2024,-1,CL005
VTA03372,PROD007,2024-12-23,2,CL014
VTA03373,PROD007,16 - August - 2024,2,CL008
VTA03374,PROD007,2024-11-08,2,CL016
VTA03375,PROD007,09 - July - 2024,2,CL003
VTA03376,PROD007,2025-09-01,1,CL005
VTA03377,PROD007,2024-10-25,2,CL018
VTA03378,PROD007,2025-05-14,2,CL018
VTA03379,PROD007,2024-05-12,4,CL004
VTA03380,PROD007,2024-01-03,1,CL007
VTA03381,PROD007,2025-10-30,1,CL006
VTA03382,PROD007,26 - October - 2024,3,CL012
VTA03383,PROD007,2025-08-05,1,CL013
VTA03384,PROD007,2024-08-03,2,CL017
VTA03385,PROD007,2024-10-28,2,CL002
VTA03386,PROD007,2025-10-18,4,CL005
VTA03387,PROD007,2025-12-18,1,CL003
VTA03388,PROD007,2024-08-21,2,CL010
VTA03389,PROD007,26 - August - 2024,2,CL007
VTA03390,PROD007,2025-10-27,2,CL002
VTA03391,PROD007,2024-06-25,4,CL014
VTA03392,PROD007,20250518,1,CL008
VTA03393,PROD007,2025-10-14,1,CL006
VTA03394,PROD007,14 - February - 2024,3,CL014
VTA03395,PROD007,20240608,0,CL017
VTA03396,PROD007,2025-03-11,-2,CL005
VTA03397,PROD007,2024-12-24,3,CL019
VTA03398,PROD007,2024-04-01,2,CL001
VTA03399,PROD007,2024-10-16,4,CL004
VTA03400,PROD007,2025-05-10,2,CL005
VTA03401,PROD007,2024-06-18,0,CL007
VTA03402,PROD007,2025-10-10,5,CL014
VTA03403,PROD007,2025-11-23,3,CL019
VTA03404,PROD007,14 - April - 2024,2,CL010
VTA03405,PROD007,2025-06-19,4,CL005
VTA03406,PROD007,2024-03-02,4,CL015
VTA03407,PROD007,2024-05-06,1,CL011
VTA03408,PROD007,2025-06-05,0,CL015
VTA03409,PROD007,2024-05-06,4,CL013
VTA03410,PROD007,2025-04-27,0,CL014
VTA03411,PROD007,2024-03-25,2,CL003
VTA03412,PROD007,07 - June - 2024,0,CL009
VTA03413,PROD007,2025-08-09,2,CL003
VTA03414,PROD007,20251217,0,CL019
VTA03415,PROD007,2024-03-03,2,CL004
VTA03416,PROD007,07 - May - 2024,2,CL008
VTA03417,PROD007,2025-03-07,4,CL003
VTA03418,PROD007,2025-06-22,3,CL010
VTA03419,PROD007,2025-02-22,2,CL016
VTA03420,PROD007,2025-01-26,1,CL012
VTA03421,PROD007,2024-04-08,2,CL001
VTA03422,PROD007,2025-03-10,3,CL006
VTA03423,PROD007,20240723,3,CL019
VTA03424,PROD007,2024-08-11,2,CL004
VTA03425,PROD007,2024-01-15,1,CL009
VTA03426,PROD007,20241207,2,CL004
VTA03427,PROD007,2025-11-23,2,CL017
VTA03428,PROD007,2024-03-06,3,CL012
VTA03429,PROD007,2024-02-03,3,CL017
VTA03430,PROD007,2025-04-10,2,CL014
